Date,VH,Team,OpenOU,OpenOver,OpenUnder,CloseOU,CloseOver,CloseUnder,Total,OpenResult,CloseResult
2008-10-04,H,TampaBay,5.5,-110,-110,5.5,-105,-115,3,Under,Under
2008-10-04,H,Ottawa,6,-130,110,6,100,-120,7,Over,Over
2008-10-05,H,NYRangers,5.5,105,-125,5.5,110,-130,3,Under,Under
2008-10-05,H,Pittsburgh,6,-120,100,6,105,-125,4,Under,Under
2008-10-09,H,Detroit,5.5,-115,-105,5.5,-115,-105,5,Under,Under
2008-10-09,H,Colorado,5.5,-110,-110,5.5,105,-125,9,Over,Over
2008-10-09,H,Vancouver,5,-135,115,5,-130,110,6,Over,Over
2008-10-09,H,SanJose,5,115,-135,5,100,-120,5,Push,Push
2008-10-10,H,NewJersey,5,100,-120,5,100,-120,3,Under,Under
2008-10-10,H,Carolina,6,105,-125,6,125,-145,10,Over,Over
2008-10-10,H,NYRangers,5.5,105,-125,5.5,120,-140,6,Over,Over
2008-10-10,H,Buffalo,6,-105,-115,6,115,-135,3,Under,Under
2008-10-10,H,Atlanta,6,-105,-115,6,125,-145,11,Over,Over
2008-10-10,H,St.Louis,5,-130,110,5,-140,120,7,Over,Over
2008-10-10,H,Dallas,5,-110,-110,5,-120,100,9,Over,Over
2008-10-11,H,Ottawa,5.5,-120,100,5.5,105,-125,5,Under,Under
2008-10-11,H,NYIslanders,5,-110,-110,5,-115,-105,7,Over,Over
2008-10-11,H,Washington,5.5,-120,100,5.5,-105,-115,6,Over,Over
2008-10-11,H,Florida,5.5,-105,-115,5.5,100,-120,5,Under,Under
2008-10-11,H,Toronto,5.5,-125,105,5.5,-110,-110,7,Over,Over
2008-10-11,H,Philadelphia,5.5,110,-130,5.5,110,-130,7,Over,Over
2008-10-11,H,Pittsburgh,5,-130,110,5,-120,100,3,Under,Under
2008-10-11,H,TampaBay,5.5,-110,-110,5.5,-115,-105,7,Over,Over
2008-10-11,H,Nashville,5,-120,100,5,-130,110,4,Under,Under
2008-10-11,H,Minnesota,5,-110,-110,5,-110,-110,7,Over,Over
2008-10-11,H,Phoenix,5.5,110,-130,5.5,120,-140,4,Under,Under
2008-10-11,H,Calgary,5,-110,-110,5,-135,115,9,Over,Over
2008-10-11,H,SanJose,5.5,100,-120,5.5,110,-130,4,Under,Under
2008-10-12,H,Anaheim,5,-110,-110,5,-120,100,6,Over,Over
2008-10-12,H,Edmonton,5.5,-130,110,5.5,-140,120,5,Under,Under
2008-10-12,H,LosAngeles,5.5,100,-120,5.5,120,-140,1,Under,Under
2008-10-13,H,Toronto,5.5,105,-125,5.5,105,-125,9,Over,Over
2008-10-13,H,NYIslanders,5.5,100,-120,5.5,110,-130,8,Over,Over
2008-10-13,H,Philadelphia,5.5,-130,110,5.5,-120,100,8,Over,Over
2008-10-13,H,NYRangers,5.5,105,-125,5,110,-130,5,Under,Push
2008-10-13,H,Carolina,5.5,-130,110,5.5,-110,-110,4,Under,Under
2008-10-13,H,Washington,5.5,-105,-115,5.5,-105,-115,6,Over,Over
2008-10-13,H,Chicago,5.5,105,-125,5.5,-110,-110,5,Under,Under
2008-10-14,H,Atlanta,5.5,-105,-115,5.5,110,-130,6,Over,Over
2008-10-14,H,Pittsburgh,5.5,-125,105,5.5,-115,-105,5,Under,Under
2008-10-14,H,Calgary,5.5,-120,100,5.5,-120,100,9,Over,Over
2008-10-14,H,SanJose,5,-110,-110,5,-110,-110,7,Over,Over
2008-10-14,H,LosAngeles,5,-120,100,5,-115,-105,9,Over,Over
2008-10-15,H,NYRangers,5.5,-110,-110,5,-120,100,4,Under,Under
2008-10-15,H,Montreal,5.5,-110,-110,5.5,100,-120,7,Over,Over
2008-10-15,H,Dallas,5,-125,105,5,-130,110,10,Over,Over
2008-10-15,H,Chicago,5.5,-110,-110,5.5,100,-120,5,Under,Under
2008-10-15,H,Anaheim,5,-130,110,5,-135,115,5,Push,Push
2008-10-16,H,Atlanta,5,-130,110,5,-135,115,1,Under,Under
2008-10-16,H,TampaBay,5.5,-110,-110,5.5,-110,-110,7,Over,Over
2008-10-16,H,Pittsburgh,5.5,-110,-110,5.5,-135,115,7,Over,Over
2008-10-16,H,Florida,5,-110,-110,5,-120,100,8,Over,Over
2008-10-16,H,Detroit,5.5,-110,-110,5,-120,100,7,Over,Over
2008-10-16,H,St.Louis,5,-110,-110,5.5,-115,-105,7,Over,Over
2008-10-16,H,Colorado,5.5,-135,115,5.5,-140,120,7,Over,Over
2008-10-17,H,NYRangers,5.5,110,-130,5.5,-110,-110,1,Under,Under
2008-10-17,H,Columbus,5,-130,110,5.5,115,-135,8,Over,Over
2008-10-17,H,Ottawa,5.5,-110,-110,5.5,100,-120,9,Over,Over
2008-10-17,H,Buffalo,5.5,110,-130,5.5,100,-120,7,Over,Over
2008-10-17,H,Calgary,5.5,105,-125,5.5,-115,-105,7,Over,Over
2008-10-17,H,Anaheim,5,110,-130,5,100,-120,4,Under,Under
2008-10-17,H,LosAngeles,5.5,-120,100,5.5,-145,125,7,Over,Over
2008-10-18,H,Dallas,5.5,100,-120,5.5,-130,110,9,Over,Over
2008-10-18,H,Atlanta,5.5,-120,100,5.5,-125,105,5,Under,Under
2008-10-18,H,Pittsburgh,5.5,-130,110,5.5,-130,110,5,Under,Under
2008-10-18,H,Ottawa,6,100,-120,5.5,-120,100,6,Push,Over
2008-10-18,H,Florida,5.5,-110,-110,5.5,105,-125,2,Under,Under
2008-10-18,H,Washington,5,-130,110,5,-125,105,7,Over,Over
2008-10-18,H,Detroit,5,-110,-110,5,100,-120,9,Over,Over
2008-10-18,H,Montreal,5.5,-130,110,5.5,-130,110,5,Under,Under
2008-10-18,H,TampaBay,5.5,110,-130,5.5,110,-130,1,Under,Under
2008-10-18,H,Nashville,5,-135,115,5.5,110,-130,9,Over,Over
2008-10-18,H,St.Louis,5.5,100,-120,5.5,-105,-115,7,Over,Over
2008-10-18,H,Edmonton,5.5,-105,-115,5.5,-120,100,5,Under,Under
2008-10-18,H,SanJose,5.5,-110,-110,5.5,100,-120,9,Over,Over
2008-10-19,H,Chicago,5.5,110,-130,5.5,105,-125,6,Over,Over
2008-10-19,H,Anaheim,5.5,105,-125,5.5,100,-120,4,Under,Under
2008-10-20,H,Boston,5.5,-115,-105,5.5,-135,115,3,Under,Under
2008-10-20,H,NYRangers,5.5,105,-125,5.5,115,-135,3,Under,Under
2008-10-20,H,Montreal,5.5,-110,-110,5.5,-105,-115,4,Under,Under
2008-10-20,H,LosAngeles,6,-110,-110,6.5,-105,-115,7,Over,Over
2008-10-21,H,Columbus,5.5,110,-130,5.5,115,-135,6,Over,Over
2008-10-21,H,Buffalo,5.5,-110,-110,5.5,-105,-115,5,Under,Under
2008-10-21,H,Toronto,5.5,115,-135,5,-120,100,5,Under,Push
2008-10-21,H,TampaBay,5.5,-115,-105,5.5,-110,-110,5,Under,Under
2008-10-21,H,Calgary,6,-130,110,6.5,110,-130,3,Under,Under
2008-10-22,H,Ottawa,5.5,-120,100,5.5,-130,110,4,Under,Under
2008-10-22,H,NewJersey,5,-110,-110,5,110,-130,5,Push,Push
2008-10-22,H,Philadelphia,5.5,-110,-110,5.5,-110,-110,13,Over,Over
2008-10-22,H,St.Louis,5.5,-110,-110,5.5,105,-125,7,Over,Over
2008-10-22,H,Chicago,5.5,-110,-110,5.5,-110,-110,3,Under,Under
2008-10-23,H,Boston,5.5,-101,-119,5.5,105,-125,6,Over,Over
2008-10-23,H,NYIslanders,5.5,105,-125,5.5,110,-130,8,Over,Over
2008-10-23,H,Pittsburgh,5.5,-120,100,5.5,-115,-105,5,Under,Under
2008-10-23,H,Minnesota,5.5,105,-125,5.5,125,-145,7,Over,Over
2008-10-23,H,Nashville,5.5,-110,-110,5.5,-110,-110,8,Over,Over
2008-10-23,H,Colorado,5.5,-135,115,5.5,-135,115,5,Under,Under
2008-10-23,H,Phoenix,5.5,-125,105,5.5,-130,110,3,Under,Under
2008-10-24,H,Columbus,5,-115,-105,5,-130,110,4,Under,Under
2008-10-24,H,NewJersey,5.5,105,-125,5.5,110,-130,9,Over,Over
2008-10-24,H,Ottawa,5.5,110,-130,5.5,115,-135,7,Over,Over
2008-10-24,H,Florida,5,-120,100,5,-135,115,7,Over,Over
2008-10-24,H,Detroit,5.5,100,-120,5.5,110,-130,8,Over,Over
2008-10-24,H,St.Louis,5.5,-125,105,5.5,-130,110,4,Under,Under
2008-10-25,H,Montreal,5.5,110,-130,5.5,115,-135,10,Over,Over
2008-10-25,H,Boston,5.5,100,-120,5.5,100,-120,9,Over,Over
2008-10-25,H,Philadelphia,5.5,110,-130,5.5,105,-125,5,Under,Under
2008-10-25,H,NYRangers,5.5,105,-125,5.5,125,-145,5,Under,Under
2008-10-25,H,NYIslanders,5.5,-110,-110,5.5,-105,-115,7,Over,Over
2008-10-25,H,Toronto,5.5,-120,100,5.5,-120,100,5,Under,Under
2008-10-25,H,TampaBay,5.5,105,-125,5.5,105,-125,3,Under,Under
2008-10-25,H,Minnesota,5,-125,105,5,-110,-110,3,Under,Under
2008-10-25,H,Dallas,5.5,-115,-105,5.5,-115,-105,11,Over,Over
2008-10-25,H,Nashville,5.5,-130,110,5.5,-120,100,9,Over,Over
2008-10-25,H,St.Louis,5.5,-110,-110,5.5,100,-120,4,Under,Under
2008-10-25,H,Chicago,5.5,-110,-110,5.5,-105,-115,11,Over,Over
2008-10-25,H,Colorado,5.5,-130,110,5.5,-125,105,3,Under,Under
2008-10-25,H,Phoenix,5.5,-120,100,5.5,-110,-110,5,Under,Under
2008-10-25,H,Vancouver,5.5,-105,-115,5.5,-105,-115,9,Over,Over
2008-10-27,H,Buffalo,6,110,-130,6,120,-140,7,Over,Over
2008-10-27,H,NYIslanders,5.5,110,-130,5.5,125,-145,6,Over,Over
2008-10-27,H,Columbus,5,-125,105,5,-135,115,5,Push,Push
2008-10-27,H,Minnesota,5,-125,105,5,-130,110,5,Push,Push
2008-10-27,H,Edmonton,5.5,-112,-108,5.5,-110,-110,1,Under,Under
2008-10-27,H,LosAngeles,6,108,-128,6,115,-135,7,Over,Over
2008-10-28,H,Washington,5.5,-125,105,5.5,-125,105,7,Over,Over
2008-10-28,H,Atlanta,5.5,-120,100,5.5,-140,120,7,Over,Over
2008-10-28,H,Montreal,5.5,-120,100,6,110,-130,5,Under,Under
2008-10-28,H,Toronto,5.5,-110,-110,5.5,105,-125,5,Under,Under
2008-10-28,H,Calgary,5.5,-110,-110,6,110,-130,3,Under,Under
2008-10-28,H,Vancouver,5.5,-110,-110,5.5,110,-130,1,Under,Under
2008-10-28,H,SanJose,5.5,115,-135,5.5,115,-135,3,Under,Under
2008-10-29,H,NewJersey,5,-130,110,5,-120,100,11,Over,Over
2008-10-29,H,Dallas,5,-140,120,5.5,120,-140,6,Over,Over
2008-10-29,H,Anaheim,5.5,-110,-110,5.5,120,-140,9,Over,Over
2008-10-30,H,NYRangers,5.5,100,-120,5.5,105,-125,5,Under,Under
2008-10-30,H,Philadelphia,5.5,-110,-110,5.5,-125,105,5,Under,Under
2008-10-30,H,Buffalo,5.5,-105,-115,5.5,110,-130,7,Over,Over
2008-10-30,H,Florida,5.5,-110,-110,5.5,100,-120,3,Under,Under
2008-10-30,H,Minnesota,5.5,-110,-110,5,-125,105,3,Under,Under
2008-10-30,H,Nashville,5.5,-110,-110,5.5,-125,105,4,Under,Under
2008-10-30,H,St.Louis,5.5,-110,-110,6,105,-125,1,Under,Under
2008-10-30,H,Calgary,5.5,115,-135,5,-130,110,5,Under,Push
2008-10-30,H,Colorado,5.5,-110,-110,5.5,-125,105,6,Over,Over
2008-10-30,H,Phoenix,5.5,120,-140,5.5,115,-135,5,Under,Under
2008-10-30,H,SanJose,5.5,120,-140,5.5,105,-125,6,Over,Over
2008-10-30,H,LosAngeles,5.5,-125,105,5.5,-125,105,4,Under,Under
2008-10-31,H,Chicago,5.5,-120,100,5.5,-115,-105,7,Over,Over
2008-10-31,H,Anaheim,5.5,105,-125,5,-130,110,13,Over,Over
2008-11-01,H,Carolina,5.5,-125,105,5.5,-115,-105,4,Under,Under
2008-11-01,H,NewJersey,5,-130,110,5,-145,125,7,Over,Over
2008-11-01,H,Columbus,5.5,-105,-115,5.5,-110,-110,7,Over,Over
2008-11-01,H,Toronto,5.5,110,-130,5.5,110,-130,7,Over,Over
2008-11-01,H,NYIslanders,5.5,-115,-105,5.5,100,-120,9,Over,Over
2008-11-01,H,Buffalo,5.5,-110,-110,5.5,-110,-110,5,Under,Under
2008-11-01,H,Boston,5.5,110,-130,5.5,110,-130,6,Over,Over
2008-11-01,H,TampaBay,5.5,-110,-110,5.5,-105,-115,5,Under,Under
2008-11-01,H,Nashville,5.5,105,-125,5.5,100,-120,5,Under,Under
2008-11-01,H,St.Louis,5,-110,-110,5,-125,105,9,Over,Over
2008-11-01,H,LosAngeles,5.5,-125,105,5.5,-125,105,5,Under,Under
2008-11-01,H,Phoenix,5,-125,105,5,-115,-105,5,Push,Push
2008-11-02,H,Philadelphia,5.5,-125,105,5.5,-125,105,9,Over,Over
2008-11-02,H,Carolina,5.5,-125,105,5.5,-110,-110,10,Over,Over
2008-11-02,H,Atlanta,5.5,120,-140,5.5,100,-120,8,Over,Over
2008-11-02,H,Colorado,5.5,-105,-115,5.5,100,-120,8,Over,Over
2008-11-02,H,Anaheim,5.5,105,-125,5.5,110,-130,5,Under,Under
2008-11-02,H,Vancouver,5.5,100,-120,5.5,-115,-105,5,Under,Under
2008-11-03,H,NYIslanders,5.5,-110,-110,5.5,-115,-105,7,Over,Over
2008-11-03,H,NewJersey,5.5,-105,-115,5.5,105,-125,2,Under,Under
2008-11-03,H,Chicago,5.5,-110,-110,6,115,-135,8,Over,Over
2008-11-04,H,NYRangers,5.5,110,-130,5,-135,115,3,Under,Under
2008-11-04,H,Toronto,5.5,-110,-110,6,105,-125,9,Over,Over
2008-11-04,H,Ottawa,5.5,-135,115,6,100,-120,3,Under,Under
2008-11-04,H,Vancouver,5.5,-105,-115,5.5,-115,-105,4,Under,Under
2008-11-04,H,Calgary,5.5,-110,-110,5.5,115,-135,6,Over,Over
2008-11-04,H,SanJose,5,-105,-115,5,-120,100,4,Under,Under
2008-11-04,H,LosAngeles,5.5,-110,-110,5.5,-120,100,1,Under,Under
2008-11-05,H,NewJersey,5.5,105,-125,5.5,120,-140,7,Over,Over
2008-11-05,H,Columbus,5.5,-110,-110,5.5,-105,-115,9,Over,Over
2008-11-05,H,Anaheim,5.5,105,-125,5.5,110,-130,7,Over,Over
2008-11-06,H,Pittsburgh,5.5,-105,-115,5.5,105,-125,9,Over,Over
2008-11-06,H,Atlanta,5.5,-120,100,5.5,-120,100,7,Over,Over
2008-11-06,H,Boston,5.5,-105,-115,5.5,-105,-115,7,Over,Over
2008-11-06,H,NYRangers,5,-125,105,5,-120,100,7,Over,Over
2008-11-06,H,Washington,6,100,-120,6,100,-120,5,Under,Under
2008-11-06,H,Ottawa,5.5,-125,105,5.5,-130,110,5,Under,Under
2008-11-06,H,Colorado,5.5,105,-125,5.5,110,-130,4,Under,Under
2008-11-06,H,Calgary,5.5,-110,-110,5.5,100,-120,13,Over,Over
2008-11-06,H,Vancouver,5.5,100,-120,5.5,100,-120,1,Under,Under
2008-11-06,H,SanJose,5,-125,105,5.5,100,-120,9,Over,Over
2008-11-06,H,LosAngeles,5.5,-110,-110,5.5,-105,-115,5,Under,Under
2008-11-07,H,Carolina,6,100,-120,6,120,-140,3,Under,Under
2008-11-07,H,Columbus,5.5,-110,-110,5.5,-120,100,7,Over,Over
2008-11-07,H,Buffalo,5.5,-120,100,5.5,-125,105,9,Over,Over
2008-11-07,H,Anaheim,5.5,-105,-115,5.5,-110,-110,7,Over,Over
2008-11-08,H,Columbus,5.5,-120,100,5.5,-110,-110,4,Under,Under
2008-11-08,H,Boston,5.5,-105,-115,5.5,-105,-115,4,Under,Under
2008-11-08,H,Philadelphia,5.5,-115,-105,5.5,-125,105,3,Under,Under
2008-11-08,H,Toronto,5.5,-120,100,6,-105,-115,9,Over,Over
2008-11-08,H,Detroit,5.5,110,-130,5.5,110,-130,4,Under,Under
2008-11-08,H,Washington,5.5,110,-130,5.5,120,-140,4,Under,Under
2008-11-08,H,NYIslanders,5.5,-120,100,5.5,-110,-110,7,Over,Over
2008-11-08,H,Phoenix,5.5,115,-135,5,-140,120,5,Under,Push
2008-11-08,H,Colorado,5.5,-135,115,6,110,-130,1,Under,Under
2008-11-08,H,SanJose,5.5,105,-125,5.5,-105,-115,3,Under,Under
2008-11-08,H,Vancouver,5,-130,110,5,-110,-110,2,Under,Under
2008-11-08,H,LosAngeles,5.5,-135,115,5.5,-125,105,8,Over,Over
2008-11-09,H,Carolina,5.5,-135,115,6,105,-125,7,Over,Over
2008-11-09,H,Chicago,5.5,-115,-105,5.5,-120,100,7,Over,Over
2008-11-09,H,NewJersey,5.5,-105,-115,5.5,110,-130,3,Under,Under
2008-11-09,H,Phoenix,5,-130,110,5,-125,105,6,Over,Over
2008-11-09,H,Anaheim,5.5,110,-130,5.5,120,-140,4,Under,Under
2008-11-10,H,NYRangers,5.5,115,-135,5,-135,115,5,Under,Push
2008-11-10,H,Washington,5.5,-110,-110,5.5,-120,100,6,Over,Over
2008-11-11,H,NYIslanders,5.5,-135,115,5.5,-130,110,4,Under,Under
2008-11-11,H,Detroit,5.5,105,-125,5.5,-105,-115,13,Over,Over
2008-11-11,H,Montreal,5.5,-110,-110,5.5,-120,100,4,Under,Under
2008-11-11,H,Calgary,5.5,-120,100,6,100,-120,7,Over,Over
2008-11-11,H,SanJose,5.5,105,-125,5.5,-110,-110,7,Over,Over
2008-11-11,H,LosAngeles,5.5,-130,110,5.5,-125,105,5,Under,Under
2008-11-12,H,Columbus,5.5,105,-125,5.5,110,-130,7,Over,Over
2008-11-12,H,Buffalo,5.5,-115,-105,6,110,-130,7,Over,Over
2008-11-12,H,NewJersey,5,-110,-110,5,-105,-115,7,Over,Over
2008-11-12,H,Carolina,5.5,-110,-110,6,100,-120,6,Over,Push
2008-11-12,H,Florida,5.5,105,-125,5.5,110,-130,4,Under,Under
2008-11-12,H,Chicago,5.5,-110,-110,5.5,-105,-115,3,Under,Under
2008-11-12,H,Vancouver,5.5,105,-125,5.5,115,-135,3,Under,Under
2008-11-13,H,Boston,5.5,-110,-110,5.5,100,-120,7,Over,Over
2008-11-13,H,Ottawa,5.5,-115,-105,5.5,-110,-110,4,Under,Under
2008-11-13,H,Pittsburgh,5.5,-110,-110,6,110,-130,9,Over,Over
2008-11-13,H,TampaBay,5.5,100,-120,5.5,105,-125,7,Over,Over
2008-11-13,H,Minnesota,5,-120,100,5,-110,-110,4,Under,Under
2008-11-13,H,Dallas,5.5,-120,100,5.5,-120,100,5,Under,Under
2008-11-13,H,Edmonton,5.5,-120,100,5.5,-130,110,7,Over,Over
2008-11-13,H,SanJose,5.5,-110,-110,5.5,105,-125,7,Over,Over
2008-11-14,H,Washington,5.5,-105,-115,5.5,110,-130,4,Under,Under
2008-11-14,H,Florida,5.5,105,-125,5.5,115,-135,5,Under,Under
2008-11-14,H,Atlanta,5.5,-130,110,6,-105,-115,5,Under,Under
2008-11-14,H,Buffalo,5.5,-120,100,6,110,-130,7,Over,Over
2008-11-14,H,Chicago,5.5,-125,105,6,100,-120,7,Over,Over
2008-11-14,H,Anaheim,5.5,-105,-115,5.5,105,-125,7,Over,Over
2008-11-15,H,NewJersey,5.5,100,-120,5,-140,120,11,Over,Over
2008-11-15,H,Montreal,5.5,-130,110,5.5,-130,110,3,Under,Under
2008-11-15,H,Vancouver,5.5,110,-130,5.5,100,-120,6,Over,Over
2008-11-15,H,NYRangers,5.5,115,-135,5,-135,115,5,Under,Push
2008-11-15,H,NYIslanders,5.5,110,-130,5.5,105,-125,5,Under,Under
2008-11-15,H,Pittsburgh,5.5,-130,110,5.5,-125,105,7,Over,Over
2008-11-15,H,Minnesota,5.5,115,-135,5,-135,115,5,Under,Push
2008-11-15,H,Phoenix,5.5,-110,-110,5.5,100,-120,5,Under,Under
2008-11-15,H,Edmonton,5.5,-115,-105,5.5,-125,105,5,Under,Under
2008-11-15,H,LosAngeles,5.5,-135,115,5.5,-120,100,4,Under,Under
2008-11-16,H,Carolina,5.5,-130,110,5.5,-125,105,5,Under,Under
2008-11-16,H,St.Louis,5.5,-120,100,6,100,-120,5,Under,Under
2008-11-16,H,Philadelphia,6,105,-125,6,-115,-105,7,Over,Over
2008-11-16,H,Chicago,5.5,-110,-110,5.5,-115,-105,11,Over,Over
2008-11-16,H,Anaheim,5.5,100,-120,5.5,105,-125,2,Under,Under
2008-11-17,H,NYIslanders,5,-130,110,5,-130,110,3,Under,Under
2008-11-17,H,NYRangers,5,-130,110,5,-120,100,3,Under,Under
2008-11-17,H,Toronto,5.5,100,-120,5.5,-115,-105,5,Under,Under
2008-11-17,H,Detroit,5.5,100,-120,5.5,-115,-105,4,Under,Under
2008-11-17,H,Nashville,5.5,-105,-115,5.5,-115,-105,5,Under,Under
2008-11-18,H,Pittsburgh,5.5,105,-125,5,-130,110,3,Under,Under
2008-11-18,H,Columbus,5.5,-110,-110,5.5,-105,-115,9,Over,Over
2008-11-18,H,Carolina,5.5,-110,-110,5.5,-125,105,3,Under,Under
2008-11-18,H,TampaBay,5.5,115,-135,5,-140,120,7,Over,Over
2008-11-18,H,Calgary,5.5,-115,-105,5.5,-120,100,5,Under,Under
2008-11-18,H,Phoenix,5.5,-110,-110,5.5,-110,-110,5,Under,Under
2008-11-19,H,Boston,5.5,100,-120,5.5,110,-130,11,Over,Over
2008-11-19,H,NYRangers,5,110,-130,5,115,-135,9,Over,Over
2008-11-19,H,Anaheim,5.5,-110,-110,5.5,-110,-110,10,Over,Over
2008-11-20,H,NewJersey,5.5,105,-125,5.5,125,-145,4,Under,Under
2008-11-20,H,Atlanta,5.5,-125,105,5.5,-135,115,5,Under,Under
2008-11-20,H,Ottawa,5.5,100,-120,5.5,100,-120,5,Under,Under
2008-11-20,H,Minnesota,5,-105,-115,5,-110,-110,5,Push,Push
2008-11-20,H,Dallas,5.5,-110,-110,5.5,-120,100,9,Over,Over
2008-11-20,H,Colorado,5.5,105,-125,5.5,100,-120,1,Under,Under
2008-11-20,H,Edmonton,5.5,-110,-110,5.5,-105,-115,7,Over,Over
2008-11-20,H,LosAngeles,5.5,-120,100,5.5,-115,-105,7,Over,Over
2008-11-21,H,Carolina,5.5,-110,-110,5.5,100,-120,7,Over,Over
2008-11-21,H,Boston,5.5,100,-120,5.5,115,-135,6,Over,Over
2008-11-21,H,NewJersey,5,-125,105,5,-130,110,7,Over,Over
2008-11-21,H,Buffalo,5.5,-125,105,6,-105,-115,3,Under,Under
2008-11-21,H,TampaBay,5.5,-110,-110,5.5,-105,-115,5,Under,Under
2008-11-21,H,St.Louis,5.5,-105,-115,5.5,100,-120,5,Under,Under
2008-11-22,H,Pittsburgh,5.5,105,-125,5.5,110,-130,4,Under,Under
2008-11-22,H,Ottawa,5,-115,-105,5,-140,120,5,Push,Push
2008-11-22,H,Buffalo,5.5,-105,-115,5.5,-105,-115,6,Over,Over
2008-11-22,H,Toronto,6,-105,-115,6,-105,-115,9,Over,Over
2008-11-22,H,Atlanta,5.5,-105,-115,5.5,-120,100,2,Under,Under
2008-11-22,H,Philadelphia,5.5,-110,-110,5.5,-110,-110,7,Over,Over
2008-11-22,H,Montreal,5.5,-105,-115,5.5,110,-130,5,Under,Under
2008-11-22,H,Dallas,5.5,-105,-115,5.5,100,-120,3,Under,Under
2008-11-22,H,Minnesota,5,-120,100,5,-115,-105,3,Under,Under
2008-11-22,H,Calgary,5.5,100,-120,5.5,100,-120,7,Over,Over
2008-11-22,H,SanJose,5.5,-105,-115,5.5,100,-120,9,Over,Over
2008-11-22,H,LosAngeles,5.5,-110,-110,5.5,-105,-115,7,Over,Over
2008-11-23,H,Carolina,5.5,-125,105,6,125,-145,7,Over,Over
2008-11-23,H,TampaBay,5.5,115,-135,5.5,125,-145,10,Over,Over
2008-11-24,H,NYRangers,5,-125,105,5,-110,-110,5,Push,Push
2008-11-24,H,Philadelphia,5.5,-115,-105,5.5,-130,110,7,Over,Over
2008-11-24,H,Montreal,5.5,100,-120,5.5,100,-120,7,Over,Over
2008-11-24,H,Florida,5.5,-110,-110,5,-140,120,5,Under,Push
2008-11-24,H,Minnesota,5.5,-110,-110,5,-130,110,7,Over,Over
2008-11-24,H,Vancouver,5.5,105,-125,5.5,-105,-115,5,Under,Under
2008-11-24,H,Anaheim,5.5,110,-130,5.5,-105,-115,5,Under,Under
2008-11-25,H,Nashville,5.5,-110,-110,5.5,100,-120,1,Under,Under
2008-11-25,H,Toronto,6,-110,-110,6.5,-105,-115,9,Over,Over
2008-11-25,H,Calgary,5.5,-110,-110,5.5,-105,-115,8,Over,Over
2008-11-26,H,Columbus,5.5,110,-130,5.5,100,-120,5,Under,Under
2008-11-26,H,Washington,6,100,-120,6,-115,-105,8,Over,Over
2008-11-26,H,Carolina,5.5,-135,115,5.5,-125,105,4,Under,Under
2008-11-26,H,NYIslanders,5.5,-115,-105,5.5,-110,-110,8,Over,Over
2008-11-26,H,Buffalo,5.5,105,-125,5.5,100,-120,5,Under,Under
2008-11-26,H,Detroit,5.5,-105,-115,5.5,-105,-115,4,Under,Under
2008-11-26,H,Florida,5,-130,110,5,-130,110,5,Push,Push
2008-11-26,H,TampaBay,5,-130,110,5,-125,105,5,Push,Push
2008-11-26,H,Minnesota,5.5,110,-130,5,-130,110,7,Over,Over
2008-11-26,H,Colorado,5.5,105,-125,5.5,100,-120,4,Under,Under
2008-11-26,H,Edmonton,5.5,-110,-110,5.5,-115,-105,3,Under,Under
2008-11-26,H,SanJose,5.5,-115,-105,6,105,-125,5,Under,Under
2008-11-27,H,Ottawa,5.5,-110,-110,5.5,-125,105,3,Under,Under
2008-11-27,H,Vancouver,5.5,-115,-105,5.5,-105,-115,7,Over,Over
2008-11-28,H,Boston,5.5,100,-120,5.5,110,-130,9,Over,Over
2008-11-28,H,Philadelphia,5.5,-125,105,5.5,-120,100,5,Under,Under
2008-11-28,H,Minnesota,5,-120,100,5,-120,100,6,Over,Over
2008-11-28,H,Anaheim,5.5,-120,100,5.5,-110,-110,1,Under,Under
2008-11-28,H,Phoenix,5.5,110,-130,5.5,105,-125,3,Under,Under
2008-11-28,H,Washington,5.5,-130,110,5.5,-115,-105,3,Under,Under
2008-11-28,H,Buffalo,5.5,-125,105,5.5,-125,105,7,Over,Over
2008-11-28,H,Florida,5,-120,100,5,-115,-105,7,Over,Over
2008-11-28,H,Detroit,5.5,-105,-115,5.5,105,-125,8,Over,Over
2008-11-28,H,Atlanta,5.5,-130,110,5.5,-130,110,7,Over,Over
2008-11-28,H,Dallas,5.5,100,-120,5.5,-105,-115,8,Over,Over
2008-11-29,H,St.Louis,5.5,105,-125,5.5,100,-120,6,Over,Over
2008-11-29,H,LosAngeles,6,-110,-110,6,100,-120,7,Over,Over
2008-11-29,H,Toronto,6,-125,105,6.5,105,-125,6,Push,Under
2008-11-29,H,NYIslanders,5.5,110,-130,5.5,110,-130,6,Over,Over
2008-11-29,H,Montreal,5.5,100,-120,5.5,-105,-115,5,Under,Under
2008-11-29,H,Columbus,5.5,-110,-110,5.5,-125,105,3,Under,Under
2008-11-29,H,Boston,5.5,105,-125,5.5,105,-125,5,Under,Under
2008-11-29,H,Pittsburgh,5.5,-110,-110,5.5,105,-125,5,Under,Under
2008-11-29,H,Nashville,5.5,115,-135,5,-130,110,8,Over,Over
2008-11-29,H,Phoenix,5.5,105,-125,5.5,110,-130,5,Under,Under
2008-11-29,H,Colorado,5.5,105,-125,5.5,110,-130,7,Over,Over
2008-11-29,H,Calgary,5.5,-130,110,5.5,-110,-110,4,Under,Under
